,,,,,,,,,,,,,,,,,,,
0,0,-0.2521031142,0,0,0,0,0,0.09696273622,0,0,0,0,0,0,0,0,0,0,
0.05,-0.01745329252,-0.1405959675,0,0.01454441043,0,0,0,0.2084698829,0,0,0,0.01454441043,0,0,0,0,0,0,
0.1,-0.01745329252,-0.04072434921,0,0.04072434921,0,0,0.01745329252,0.3083415012,0,0,0,0.04072434921,0,0,0,0,0,0.01163552835,
0.15,-0.01745329252,-0.009696273622,0,0.1357478307,0,0.009696273622,0.03490658504,0.3393695768,0,0.009696273622,0,0.1357478307,0,0,0,0,0,0.03878509449,
0.2,-0.01745329252,0,0.01745329252,0.1745329252,0,0.03878509449,0.05235987756,0.3393695768,0,0.04848136811,0.01745329252,0.1745329252,0,0.009696273622,0,0,0,0.1260515571,
0.25,-0.01745329252,0,0.01745329252,0.2133180197,0,0.1357478307,0.06981317008,0.3102807559,0,0.1842291988,0.01745329252,0.2133180197,0,0.04848136811,0,0.009696273622,0.01745329252,0.1357478307,
0.3,-0.01745329252,0,0.03490658504,0.3102807559,0.01745329252,0.1745329252,0.0872664626,0.2230142933,0.01745329252,0.3393695768,0.03490658504,0.3102807559,0,0.1745329252,0,0.04848136811,0.01745329252,0.0872664626,
0.35,-0.01745329252,0,0.05235987756,0.3393695768,0.01745329252,0.2230142933,0.0872664626,0.2327105669,0.03490658504,0.4751174075,0.05235987756,0.3490658504,0.01745329252,0.3102807559,0,0.1745329252,0.01745329252,0.1939254724,
0.4,-0.01745329252,0,0.06981317008,0.3490658504,0.03490658504,0.3490658504,0.1047197551,0.3490658504,0.06981317008,0.513902502,0.06981317008,0.3878509449,0.03490658504,0.3878509449,0.01745329252,0.3005844823,0.03490658504,0.3393695768,
0.45,-0.01745329252,0.009696273622,0.0872664626,0.3490658504,0.05235987756,0.4751174075,0.1221730476,0.4654211339,0.0872664626,0.5235987756,0.0872664626,0.4848136811,0.05235987756,0.5235987756,0.03490658504,0.3490658504,0.05235987756,0.4848136811,
0.5,-0.01745329252,0.03878509449,0.1047197551,0.3393695768,0.0872664626,0.5235987756,0.1570796327,0.4751174075,0.1221730476,0.5332950492,0.1221730476,0.5235987756,0.0872664626,0.6496503327,0.05235987756,0.3878509449,0.0872664626,0.5623838701,
0.55,-0.01745329252,0.1357478307,0.1221730476,0.3102807559,0.1047197551,0.5623838701,0.1745329252,0.3878509449,0.1396263402,0.5526875965,0.1396263402,0.5623838701,0.1221730476,0.6981317008,0.06981317008,0.4848136811,0.1047197551,0.6884354272,
0.6,0,0.1745329252,0.1396263402,0.2327105669,0.1396263402,0.6593466063,0.1919862177,0.358762124,0.1745329252,0.6205615118,0.1745329252,0.6496503327,0.1570796327,0.7369167953,0.1047197551,0.513902502,0.1570796327,0.7853981634,
0.65,0,0.2036217461,0.1396263402,0.2617993878,0.1745329252,0.6787391536,0.2094395102,0.3490658504,0.2094395102,0.5526875965,0.2094395102,0.6496503327,0.1919862177,0.8144869843,0.1221730476,0.5235987756,0.1919862177,0.7272205217,
0.7,0.01745329252,0.2714956614,0.1570796327,0.436332313,0.2094395102,0.6593466063,0.2268928028,0.3393695768,0.2268928028,0.5235987756,0.2443460953,0.5623838701,0.2443460953,0.7853981634,0.1570796327,0.5235987756,0.2268928028,0.7078279744,
0.75,0.03490658504,0.2133180197,0.1919862177,0.4654211339,0.2443460953,0.5623838701,0.2443460953,0.3102807559,0.2617993878,0.4848136811,0.2617993878,0.5332950492,0.2792526803,0.6011689646,0.1745329252,0.513902502,0.2617993878,0.6884354272,
0.8,0.03490658504,0.2327105669,0.2094395102,0.3878509449,0.2617993878,0.5235987756,0.2617993878,0.2230142933,0.2792526803,0.3878509449,0.2967059728,0.513902502,0.2967059728,0.5429913228,0.2094395102,0.4945099547,0.2967059728,0.6496503327,
0.85,0.05235987756,0.3393695768,0.2268928028,0.3490658504,0.2967059728,0.4945099547,0.2617993878,0.2230142933,0.2967059728,0.3490658504,0.3141592654,0.4751174075,0.3316125579,0.513902502,0.2268928028,0.4266360394,0.3316125579,0.5235987756,
0.9,0.06981317008,0.4266360394,0.2443460953,0.3102807559,0.3141592654,0.4266360394,0.2792526803,0.3005844823,0.3141592654,0.3005844823,0.3490658504,0.358762124,0.3490658504,0.4751174075,0.2443460953,0.4945099547,0.3490658504,0.3878509449,
0.95,0.1047197551,0.3490658504,0.2617993878,0.2230142933,0.3316125579,0.4751174075,0.2967059728,0.3005844823,0.3316125579,0.1842291988,0.3490658504,0.2521031142,0.3839724354,0.3490658504,0.2792526803,0.513902502,0.3665191429,0.3102807559,
1,0.1047197551,0.2714956614,0.2617993878,0.2133180197,0.3665191429,0.436332313,0.3141592654,0.2133180197,0.3316125579,0.0872664626,0.3665191429,0.2714956614,0.3839724354,0.2133180197,0.2967059728,0.5042062284,0.3839724354,0.1745329252,
