,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.3490658504,0,0,0,0,0,0,0,-0.01939254724,0,0,0,0,0,0.01939254724,,,,,,20400,9600,10800,#REF!
0.05,0.01745329252,0.3636102608,0,0,0,0,0,0,0,-0.05332950492,0,0.01454441043,0,0,0,0.09696273622,,,,,,40800,9600,10800,#REF!
0.1,0.03490658504,0.4130612563,0,0,0,0,0,0,0,-0.1279908118,0,0.05235987756,0,0,0,0.2967059728,,,,,,61200,9600,10800,#REF!
0.15,0.05235987756,0.5720801437,0,0,0,0,0,0,-0.01745329252,-0.1163552835,0,0.1745329252,0,0.009696273622,0.01745329252,0.717524248,,,,,,81600,9600,10800,#REF!
0.2,0.0872664626,0.8241832579,0,0,0,0,0,0,-0.01745329252,0,0.01745329252,0.3102807559,0,0.04848136811,0.06981317008,1.212034203,,,,,,102000,9600,10800,#REF!
0.25,0.1396263402,0.9890199095,0,0.009696273622,0,0,0,0,-0.01745329252,0.1260515571,0.03490658504,0.3878509449,0,0.1842291988,0.1396263402,1.696847884,,,,,,122400,9600,10800,#REF!
0.3,0.1919862177,1.047197551,0,0.07757018898,0,0,0,0,0,0.1745329252,0.05235987756,0.5332950492,0.01745329252,0.3490658504,0.2443460953,2.065306282,,,,,,142800,9600,10800,#REF!
0.35,0.2443460953,1.095678919,0,0.3393695768,0,0,0,0.009696273622,0,0.2327105669,0.0872664626,0.7078279744,0.03490658504,0.513902502,0.3490658504,2.336801943,,,,,,163200,9600,10800,#REF!
0.4,0.2967059728,1.23142675,0.01745329252,0.9308422677,0,0,0,0.05817764173,0.01745329252,0.3975472185,0.1221730476,0.9017534469,0.06981317008,0.6593466063,0.4886921906,2.385283311,,,,,,183600,9600,10800,#REF!
0.45,0.3665191429,1.386567128,0.0872664626,1.648366516,0,0,0,0.2327105669,0.03490658504,0.6399540591,0.1745329252,1.144160287,0.1047197551,0.7369167953,0.5934119457,2.288320575,,,,,,204000,9600,10800,#REF!
0.5,0.436332313,1.512618685,0.1919862177,2.201054112,0,0.009696273622,0.01745329252,0.5429913228,0.0872664626,0.7853981634,0.2443460953,1.241123024,0.1396263402,0.872664626,0.7155849933,2.191357839,,,,,,224400,9600,10800,#REF!
0.55,0.5235987756,1.522314959,0.3141592654,2.579208784,0,0.04848136811,0.05235987756,0.9114497205,0.1221730476,0.7757018898,0.2967059728,1.33808576,0.1919862177,1.008412457,0.8203047484,1.939254724,,,,,,244800,9600,10800,#REF!
0.6,0.5934119457,1.425352222,0.4537856055,2.81191935,0,0.1842291988,0.1047197551,1.33808576,0.1570796327,0.872664626,0.3839724354,1.308996939,0.2443460953,1.076286372,0.907571211,1.706544158,,,,,,265200,9600,10800,#REF!
0.65,0.6632251158,1.357478307,0.6108652382,2.714956614,0.01745329252,0.3490658504,0.1919862177,1.638670242,0.2094395102,0.9599310886,0.436332313,1.115071467,0.2967059728,1.173249108,0.9948376736,1.396263402,,,,,,285600,9600,10800,#REF!
0.7,0.7330382858,1.212034203,0.7330382858,2.433764679,0.03490658504,0.5235987756,0.2792526803,1.735632978,0.2617993878,0.9114497205,0.4886921906,1.01810873,0.3665191429,1.182945382,1.047197551,1.095678919,,,,,,306000,9600,10800,#REF!
0.75,0.7853981634,1.027805004,0.8552113335,2.104091376,0.06981317008,0.6981317008,0.3665191429,1.784114346,0.2967059728,0.9114497205,0.5410520681,0.8823608996,0.4188790205,1.134464014,1.099557429,0.8823608996,,,,,,326400,9600,316800,#REF!
0.8,0.837758041,0.8047907106,0.9424777961,1.774418073,0.1047197551,0.872664626,0.4537856055,1.861684535,0.3490658504,0.9696273622,0.5759586532,0.7853981634,0.471238898,1.221730476,1.134464014,0.6981317008,,,,,,346800,9600,337200,#REF!
0.85,0.872664626,0.4848136811,1.029744259,1.493226138,0.1570796327,1.047197551,0.5585053606,1.822899441,0.401425728,0.9114497205,0.6108652382,0.8435758051,0.5410520681,1.299300665,1.169370599,0.5332950492,,,,,,367200,9600,357600,#REF!
0.9,0.872664626,0.4169397658,1.099557429,1.085982646,0.2094395102,1.221730476,0.6457718232,1.609581421,0.436332313,0.9211459941,0.6632251158,0.872664626,0.6108652382,1.212034203,1.186823891,0.3975472185,,,,,,387600,9600,378000,-208000
0.95,0.907571211,0.4848136811,1.134464014,0.7466130689,0.2792526803,1.405959675,0.7155849933,1.454441043,0.4886921906,1.008412457,0.6981317008,0.9017534469,0.6632251158,1.095678919,1.204277184,0.3490658504,,,,,,408000,9600,398400,-228400
1,0.9250245036,0.513902502,1.169370599,0.4945099547,0.3490658504,1.590188874,0.7853981634,1.396263402,0.5410520681,1.027805004,0.7504915784,0.9696273622,0.7155849933,1.056893825,1.221730476,0.3005844823,,,,,,,,0,
1.05,0.9599310886,0.5235987756,1.186823891,0.2230142933,0.436332313,1.784114346,0.8552113335,1.357478307,0.5934119457,0.9987161831,0.8028514559,0.8920571732,0.7679448709,1.037501278,1.239183769,0.1745329252,,,,,,,,,
1.1,0.9773843811,0.5235987756,1.186823891,0.04848136811,0.5410520681,1.725936705,0.9250245036,1.260515571,0.6457718232,0.872664626,0.837758041,0.8532720788,0.8203047484,0.9987161831,1.239183769,0.04848136811,,,,,,,,,
1.15,1.012290966,0.5332950492,1.186823891,-0.03878509449,0.6108652382,1.609581421,0.9773843811,1.221730476,0.6806784083,0.7369167953,0.8901179185,0.7757018898,0.872664626,0.8629683524,1.239183769,0.009696273622,,,,,,,,,
1.2,1.029744259,0.5623838701,1.186823891,-0.1648366516,0.6981317008,1.522314959,1.047197551,1.173249108,0.7155849933,0.6593466063,0.907571211,0.8241832579,0.907571211,0.6981317008,1.239183769,0,,,,,,,,,
1.25,1.064650844,0.6593466063,1.169370599,-0.2521031142,0.7679448709,1.347782033,1.099557429,1.047197551,0.7504915784,0.5235987756,0.9773843811,0.7853981634,0.9424777961,0.5429913228,1.239183769,0,,,,,,,,,
1.3,1.099557429,0.6884354272,1.151917306,-0.1648366516,0.837758041,1.095678919,1.151917306,0.9114497205,0.7679448709,0.3975472185,0.9948376736,0.591472691,0.9599310886,0.436332313,1.239183769,0,,,,,,,,,
1.35,1.134464014,0.6981317008,1.151917306,-0.04848136811,0.872664626,0.9114497205,1.186823891,0.8241832579,0.7853981634,0.3490658504,1.029744259,0.4945099547,0.9773843811,0.4848136811,1.239183769,0,,,,,,,,,
1.4,1.169370599,0.6981317008,1.151917306,-0.009696273622,0.9250245036,0.8047907106,1.239183769,0.6593466063,0.8028514559,0.3102807559,1.047197551,0.3393695768,1.012290966,0.4751174075,1.239183769,0,,,,,,,,,
1.45,1.204277184,0.6787391536,1.151917306,0,0.9599310886,0.6011689646,1.256637061,0.4266360394,0.8203047484,0.2133180197,1.064650844,0.1842291988,1.029744259,0.3878509449,1.239183769,0,,,,,,,,,
1.5,1.239183769,0.6011689646,1.151917306,0,0.9773843811,0.5332950492,1.274090354,0.3296733032,0.8203047484,0.1842291988,1.064650844,0.04848136811,1.047197551,0.358762124,1.239183769,0,,,,,,,,,
1.55,1.274090354,0.358762124,1.151917306,0,1.012290966,0.4848136811,1.291543646,0.2133180197,0.837758041,0.1745329252,1.064650844,0.01939254724,1.064650844,0.3393695768,1.239183769,0,,,,,,,,,
1.6,1.274090354,0.1357478307,1.151917306,0,1.029744259,0.3878509449,1.291543646,0.1745329252,0.837758041,0.1745329252,1.064650844,0.03878509449,1.082104136,0.3102807559,1.239183769,0,,,,,,,,,
1.65,1.274090354,0.155140378,1.151917306,0,1.047197551,0.358762124,1.308996939,0.1357478307,0.8552113335,0.1939254724,1.064650844,0.1260515571,1.099557429,0.2133180197,1.239183769,0,,,,,,,,,
1.7,1.291543646,0.1648366516,1.151917306,0,1.064650844,0.358762124,1.308996939,0.03878509449,0.8552113335,0.2521031142,1.082104136,0.1260515571,1.099557429,0.1745329252,1.239183769,0,,,,,,,,,
1.75,1.291543646,0.1648366516,1.151917306,0,1.082104136,0.3878509449,1.308996939,0.009696273622,0.872664626,0.4460285866,1.082104136,0.03878509449,1.117010721,0.1357478307,1.239183769,-0.009696273622,,,,,,,,,
